25	-3.64806e-21	0.196556	0.000262621	-0.00194258	-1.4059e-05	0.00223968	-0	-0	0	-0	0	-0	-0.790786	-0.308931	0.287637	-0.422781	0.215226	0.253539
25.001	-7.25766e-21	0.39104	0.000522473	-0.00386467	-2.79697e-05	0.00445574	-0	-0	0	-0	0	-0	-1.21201	-0.157534	0.420644	-0.331109	0.170278	0.185568
25.002	-1.0838e-20	0.583947	0.000780218	-0.00577119	-4.17677e-05	0.00665384	-0	-0	0	-0	0	-0	-0.580175	-0.551168	0.439645	-0.308191	0.230208	0.155359
25.003	-1.43757e-20	0.774559	0.0010349	-0.00765502	-5.54015e-05	0.00882579	-0	-0	0	-0	0	-0	-0.760699	-0.43005	0.325639	-0.338748	0.12533	0.245987
25.004	-1.78781e-20	0.963266	0.00128703	-0.00952002	-6.8899e-05	0.010976	-0	-0	0	-0	0	-0	-0.820874	0.175542	0.458646	-0.346388	0.170278	0.268644
25.005	-2.13455e-20	1.15009	0.00153664	-0.0113664	-8.22617e-05	0.0131048	-0	-0	0	-0	0	-0	-0.550088	-0.369491	0.439645	-0.354027	0.140313	0.185568
25.006	-2.47848e-20	1.33539	0.00178423	-0.0131978	-9.5516e-05	0.0152163	-0	-0	0	-0	0	-0	-0.760699	-0.248372	0.249635	-0.262355	0.147804	0.245987
25.007	-2.81831e-20	1.51849	0.00202888	-0.0150074	-0.000108613	0.0173026	-0	-0	0	-0	0	-0	-0.97131	-0.127254	0.34464	-0.331109	0.207734	0.291301
25.008	-3.15475e-20	1.69977	0.00227108	-0.0167989	-0.000121578	0.0193682	-0	-0	0	-0	0	-0	-0.97131	-0.278652	0.477647	-0.31583	0.0504172	0.283749
25.009	-3.48846e-20	1.87957	0.00251131	-0.0185759	-0.000134439	0.0214169	-0	-0	0	-0	0	-0	-0.881048	-0.157534	0.287637	-0.308191	0.0878737	0.208225
25.01	-3.8182e-20	2.05723	0.00274869	-0.0203317	-0.000147147	0.0234413	-0	-0	0	-0	0	-0	-0.850961	-0.0969745	0.34464	-0.277634	0.147804	0.291301
25.011	-4.14465e-20	2.23312	0.00298369	-0.02207	-0.000159727	0.0254455	-0	-0	0	-0	0	-0	-0.97131	-0.218093	0.705659	-0.346388	0.132821	0.268644
25.012	-4.46783e-20	2.40725	0.00321635	-0.023791	-0.000172182	0.0274296	-0	-0	0	-0	0	-0	-0.881048	-0.0666949	0.591653	-0.384584	0.230208	0.268644
25.013	-4.78839e-20	2.57997	0.00344712	-0.025498	-0.000184536	0.0293977	-0	-0	0	-0	0	-0	-0.730612	-0.39977	0.420644	-0.31583	0.095365	0.245987
25.014	-5.10514e-20	2.75063	0.00367515	-0.0271846	-0.000196743	0.0313423	-0	-0	0	-0	0	-0	-1.0014	-0.278652	0.34464	-0.300552	0.12533	0.298853
25.015	-5.41872e-20	2.91958	0.00390089	-0.0288544	-0.000208828	0.0332675	-0	-0	0	-0	0	-0	-0.760699	-0.43005	0.439645	-0.399863	0.215226	0.22333
25.016	-5.72976e-20	3.08717	0.00412481	-0.0305107	-0.000220815	0.0351771	-0	-0	0	-0	0	-0	-0.97131	-0.490609	0.173631	-0.32347	0.132821	0.268644
25.017	-6.0371e-20	3.25277	0.00434606	-0.0321473	-0.000232659	0.037064	-0	-0	0	-0	0	-0	-1.27218	-0.581447	0.15463	-0.361666	0.170278	0.291301
25.018	-6.34137e-20	3.4167	0.0045651	-0.0337675	-0.000244385	0.038932	-0	-0	0	-0	0	-0	-1.06157	-0.0969745	0.401643	-0.300552	0.140313	0.261092
25.019	-6.6426e-20	3.579	0.00478195	-0.0353715	-0.000255994	0.0407813	-0	-0	0	-0	0	-0	-0.911136	-0.460329	0.439645	-0.422781	0.177769	0.268644
25.02	-6.94138e-20	3.73999	0.00499704	-0.0369625	-0.000267508	0.0426157	-0	-0	0	-0	0	-0	-0.790786	-0.43005	0.401643	-0.422781	0.12533	0.261092
25.021	-7.23661e-20	3.89906	0.00520958	-0.0385346	-0.000278886	0.0444282	-0	-0	0	-0	0	-0	-0.881048	-0.218093	0.325639	-0.31583	0.110348	0.193121
25.022	-7.52889e-20	4.05654	0.00541998	-0.040091	-0.00029015	0.0462226	-0	-0	0	-0	0	-0	-0.911136	-0.339211	0.230634	-0.399863	0.207734	0.261092
25.023	-7.8188e-20	4.21274	0.00562869	-0.0416348	-0.000301323	0.0480025	-0	-0	0	-0	0	-0	-0.820874	-0.369491	0.382642	-0.361666	0.095365	0.22333
25.024	-8.10526e-20	4.36708	0.00583491	-0.0431602	-0.000312362	0.0497612	-0	-0	0	-0	0	-0	-0.97131	-0.187813	0.439645	-0.331109	0.132821	0.306406
25.025	-8.38886e-20	4.51988	0.00603907	-0.0446703	-0.000323292	0.0515023	-0	-0	0	-0	0	-0	-0.790786	-0.278652	0.211633	-0.285273	0.147804	0.215778
25.026	-8.66962e-20	4.67116	0.00624119	-0.0461654	-0.000334112	0.053226	-0	-0	0	-0	0	-0	-0.760699	-0.460329	0.420644	-0.254716	0.102856	0.261092
25.027	-8.94811e-20	4.82121	0.00644167	-0.0476483	-0.000344844	0.0549357	-0	-0	0	-0	0	-0	-1.0014	-0.218093	0.477647	-0.384584	0.185261	0.238435
25.028	-9.22328e-20	4.96947	0.00663976	-0.0491136	-0.000355449	0.0566251	-0	-0	0	-0	0	-0	-1.09166	-0.218093	0.287637	-0.384584	0.12533	0.283749
25.029	-9.49571e-20	5.11625	0.00683588	-0.0505642	-0.000365947	0.0582976	-0	-0	0	-0	0	-0	-1.03148	-0.127254	0.34464	-0.346388	0.207734	0.208225
25.03	-9.76592e-20	5.26184	0.00703041	-0.0520031	-0.000376361	0.0599566	-0	-0	0	-0	0	-0	-1.0014	-0.339211	0.325639	-0.285273	0.132821	0.306406
25.031	-1.00329e-19	5.4057	0.00722262	-0.0534249	-0.000386651	0.0615958	-0	-0	0	-0	0	-0	-0.730612	-0.43005	0.249635	-0.331109	0.0579085	0.261092
25.032	-1.02973e-19	5.54812	0.00741291	-0.0548324	-0.000396838	0.0632186	-0	-0	0	-0	0	-0	-1.0014	-0.581447	0.192632	-0.31583	0.192752	0.306406
25.033	-1.05594e-19	5.68939	0.00760165	-0.0562286	-0.000406942	0.0648283	-0	-0	0	-0	0	-0	-1.03148	-0.218093	0.477647	-0.438059	0.132821	0.268644
25.034	-1.08185e-19	5.82897	0.00778816	-0.0576081	-0.000416926	0.0664188	-0	-0	0	-0	0	-0	-1.09166	-0.308931	0.192632	-0.392223	0.132821	0.253539
25.035	-1.1075e-19	5.96716	0.00797279	-0.0589738	-0.00042681	0.0679934	-0	-0	0	-0	0	-0	-0.64035	-0.187813	0.34464	-0.384584	0.147804	0.32151
25.036	-1.13289e-19	6.10397	0.00815559	-0.0603259	-0.000436596	0.0695523	-0	-0	0	-0	0	-0	-1.27218	-0.43005	0.34464	-0.300552	0.177769	0.291301
25.037	-1.15808e-19	6.23967	0.0083369	-0.0616671	-0.000446302	0.0710986	-0	-0	0	-0	0	-0	-1.0014	-0.460329	0.287637	-0.376945	0.0653998	0.283749
25.038	-1.18296e-19	6.37376	0.00851605	-0.0629923	-0.000455893	0.0726264	-0	-0	0	-0	0	-0	-1.06157	-0.218093	0.287637	-0.300552	0.185261	0.344167
25.039	-1.2076e-19	6.5065	0.00869341	-0.0643042	-0.000465387	0.074139	-0	-0	0	-0	0	-0	-1.12175	-0.218093	0.230634	-0.300552	0.147804	0.117597
25.04	-1.23204e-19	6.63817	0.00886934	-0.0656055	-0.000474805	0.0756393	-0	-0	0	-0	0	-0	-0.760699	-0.248372	0.306638	-0.31583	0.215226	0.147807
25.041	-1.25619e-19	6.76828	0.00904317	-0.0668913	-0.000484111	0.0771218	-0	-0	0	-0	0	-0	-0.730612	-0.187813	0.34464	-0.32347	0.117839	0.132702
